NumIters,Seconds,LearningRate,recons_error
63000.0,17227.304493,0.0001,6.26698
64000.0,17483.068244,0.0001,7.33968
65000.0,17739.501482,0.0001,27.0699
66000.0,18000.9208,0.0001,7.10385
67000.0,18260.392656,0.0001,1.45395
68000.0,18518.178589,0.0001,4.95691
69000.0,18784.268766,0.0001,12.8358
70000.0,19050.51887,0.0001,9.83934
71000.0,19315.049572,0.0001,3.86202
72000.0,19681.095963,0.0001,4.83666
73000.0,19939.666551,0.0001,10.9852
74000.0,20201.358527,0.0001,15.7372
75000.0,20451.989563,0.0001,10.1518
76000.0,20711.787798,0.0001,5.51798
77000.0,20975.885182,0.0001,7.3758
78000.0,21245.529948,0.0001,5.89192
79000.0,21516.293252,0.0001,4.82159
80000.0,21782.022074,0.0001,10.0428
81000.0,22045.483841,0.0001,8.65275
82000.0,22416.096315,0.0001,8.49503
83000.0,22679.068471,0.0001,1.89858
84000.0,22938.361157,0.0001,3.4006
85000.0,23199.50149,0.0001,17.0473
86000.0,23456.560972,0.0001,9.81303
87000.0,23724.305146,0.0001,17.9229
88000.0,23989.315413,0.0001,7.07042
89000.0,24248.834013,0.0001,4.71515
90000.0,24510.058874,0.0001,15.4907
91000.0,24771.175803,0.0001,7.37635
92000.0,25030.84197,0.0001,5.53263
93000.0,25391.928332,0.0001,15.53
94000.0,25656.038167,0.0001,7.66029
95000.0,25906.528193,0.0001,9.26949
96000.0,26171.040717,0.0001,5.43699
97000.0,26432.109332,0.0001,15.9411
98000.0,26691.356264,0.0001,5.96614
99000.0,26949.376976,0.0001,4.53727
100000.0,27207.329811,0.0001,6.0429
101000.0,27467.350413,0.0001,1.63927
102000.0,27723.486643,0.0001,2.16928
103000.0,28079.452467,0.0001,3.40688
104000.0,28329.744404,0.0001,17.7133
105000.0,28578.634382,0.0001,45.5765
106000.0,28838.342032,0.0001,6.20866
107000.0,29097.319197,0.0001,9.90431
108000.0,29352.994529,0.0001,5.12207
109000.0,29608.731352,0.0001,3.03553
110000.0,29870.953583,0.0001,5.18298
111000.0,30130.543969,0.0001,6.70595
112000.0,30384.770173,0.0001,2.3002
113000.0,30751.354312,0.0001,9.15761
114000.0,31008.439381,0.0001,5.07421
115000.0,31277.987479,0.0001,16.6603
116000.0,31537.394266,0.0001,7.27509
117000.0,31799.567524,0.0001,1.38062
118000.0,32064.234862,0.0001,5.64908
119000.0,32328.909869,0.0001,67.8145
120000.0,32593.278862,0.0001,3.67935
121000.0,32858.528828,0.0001,5.59607
122000.0,33126.44128,0.0001,8.03716
123000.0,33494.469571,0.0001,3.86941
124000.0,33756.015817,0.0001,1.7862
125000.0,34022.971571,0.0001,4.05292
126000.0,34285.438,0.0001,16.0418
127000.0,34549.296892,0.0001,6.60416
128000.0,34814.132475,0.0001,8.15633
129000.0,35077.835114,0.0001,9.488
130000.0,35347.944427,0.0001,6.41046
131000.0,35611.354381,0.0001,1.3728
132000.0,35880.623462,0.0001,5.41385
133000.0,36146.166389,0.0001,24.2352
134000.0,36531.217603,0.0001,3.80223
135000.0,36796.392876,0.0001,11.1006
136000.0,37059.123621,0.0001,14.5789
137000.0,37322.241647,0.0001,7.14545
138000.0,37585.511833,0.0001,9.02437
139000.0,37848.089857,0.0001,5.93269
140000.0,38116.675848,0.0001,10.9376
141000.0,38382.674299,0.0001,10.6707
142000.0,38647.381181,0.0001,11.3585
143000.0,38914.90128,0.0001,5.60331
144000.0,39279.924948,0.0001,41.7362
145000.0,39545.547472,0.0001,2.27191
146000.0,39809.286958,0.0001,8.96742
147000.0,40072.116594,0.0001,5.70259
148000.0,40335.843935,0.0001,2.50756
149000.0,40605.291061,0.0001,5.87213
150000.0,40868.253587,0.0001,3.17406
151000.0,41136.955885,0.0001,2.18129
152000.0,41406.828452,0.0001,4.62208
153000.0,41671.597663,0.0001,3.64932
154000.0,42043.011842,0.0001,2.26642
155000.0,42290.514798,0.0001,7.501
156000.0,42558.484725,0.0001,6.22626
157000.0,42820.589514,0.0001,3.30849
158000.0,43098.705806,0.0001,20.5007
159000.0,43383.843179,0.0001,6.52507
160000.0,43648.27841,0.0001,8.87139
161000.0,43913.264148,0.0001,15.9097
162000.0,44180.01048,0.0001,8.88407
163000.0,44446.412382,0.0001,4.50306
164000.0,44809.712785,0.0001,6.07848
165000.0,45065.606079,0.0001,3.28522
166000.0,45312.320931,0.0001,10.1858
167000.0,45572.560534,0.0001,23.3642
168000.0,45835.649513,0.0001,10.0985
169000.0,46098.13688,0.0001,2.4172
170000.0,46361.581066,0.0001,7.98464
171000.0,46625.701563,0.0001,17.0169
172000.0,46892.852402,0.0001,3.97023
173000.0,47156.668095,0.0001,6.24307
174000.0,47423.116699,0.0001,21.4261
175000.0,47792.372484,0.0001,9.78661
176000.0,48045.323768,0.0001,5.18213
177000.0,48294.835851,0.0001,7.61749
178000.0,48553.001443,0.0001,4.20107
179000.0,48816.591048,0.0001,18.7511
180000.0,49079.004598,0.0001,7.95306
181000.0,49343.027308,0.0001,35.5969
182000.0,49607.898171,0.0001,8.89782
183000.0,49870.588104,0.0001,5.88853
184000.0,50140.314562,0.0001,5.44863
185000.0,50510.257867,0.0001,4.17314
186000.0,50766.127954,0.0001,4.54036
187000.0,51027.197819,0.0001,6.87081
188000.0,51282.985273,0.0001,11.4633
189000.0,51547.350744,0.0001,9.13495
190000.0,51810.980237,0.0001,6.6148
191000.0,52074.4455,0.0001,8.92022
192000.0,52337.652537,0.0001,8.86895
193000.0,52604.228789,0.0001,2.17368
194000.0,52870.116531,0.0001,8.6083
195000.0,53241.346474,0.0001,6.40383
196000.0,53495.82511,0.0001,8.53637
197000.0,53757.157468,0.0001,2.51366
198000.0,54018.892725,0.0001,3.04823
199000.0,54276.422468,0.0001,14.8169
200000.0,54540.690943,0.0001,8.0105
201000.0,54807.064759,0.0001,8.05666
202000.0,55072.072243,0.0001,4.18529
203000.0,55335.43756,0.0001,7.89192
204000.0,55600.935709,0.0001,3.71293
205000.0,55970.498325,0.0001,6.7551
206000.0,56225.033412,0.0001,5.58615
207000.0,56479.799749,0.0001,10.1292
208000.0,56735.125443,0.0001,8.48213
209000.0,56992.717191,0.0001,2.65711
210000.0,57253.777843,0.0001,10.9828
211000.0,57517.386037,0.0001,9.90417
212000.0,57781.545177,0.0001,9.06486
213000.0,58046.170498,0.0001,6.0919
214000.0,58311.56838,0.0001,1.91866
215000.0,58575.148005,0.0001,1.20887
216000.0,58941.388434,0.0001,4.09495
217000.0,59195.768754,0.0001,2.79378
218000.0,59453.198619,0.0001,37.0932
219000.0,59713.028803,0.0001,8.5975
220000.0,59978.442043,0.0001,11.2227
221000.0,60229.244095,0.0001,3.09675
222000.0,60493.649204,0.0001,3.15006
223000.0,60761.009061,0.0001,3.44825
224000.0,61024.573387,0.0001,4.1647
225000.0,61289.428962,0.0001,5.08645
226000.0,61653.890126,0.0001,3.65375
227000.0,61910.708673,0.0001,12.6848
228000.0,62166.369922,0.0001,6.25162
229000.0,62426.438797,0.0001,2.45725
230000.0,62689.054188,0.0001,4.54146
231000.0,62953.929214,0.0001,8.5328
232000.0,63220.660719,0.0001,3.30941
233000.0,63485.16353,0.0001,1.82513
234000.0,63748.518795,0.0001,1.74695
235000.0,64014.384697,0.0001,7.95399
236000.0,64387.635363,0.0001,3.30789
237000.0,64638.554444,0.0001,3.38763
238000.0,64896.347108,0.0001,10.4347
239000.0,65152.705014,0.0001,5.73131
240000.0,65407.678308,0.0001,3.71886
241000.0,65664.067986,0.0001,12.941
242000.0,65929.473806,0.0001,12.4442
243000.0,66197.763598,0.0001,4.23259
244000.0,66464.173782,0.0001,7.93214
245000.0,66727.828422,0.0001,23.4878
246000.0,67094.233982,0.0001,1.96219
247000.0,67355.403531,0.0001,5.00403
248000.0,67606.411678,0.0001,2.98463
249000.0,67863.593812,0.0001,9.85373
250000.0,68123.812166,0.0001,6.70334
251000.0,68388.248987,0.0001,2.56888
252000.0,68654.632524,0.0001,11.8154
253000.0,68918.488746,0.0001,1.82298
254000.0,69183.249027,0.0001,20.1632
255000.0,69446.783058,0.0001,6.80315
256000.0,69712.746102,0.0001,8.10404
257000.0,70090.19572,0.0001,11.5435
258000.0,70350.632164,0.0001,1.99491
259000.0,70608.153677,0.0001,4.81266
260000.0,70863.907198,0.0001,2.17926
261000.0,71121.793788,0.0001,9.35531
262000.0,71389.560427,0.0001,13.1586
263000.0,71655.938701,0.0001,10.5187
264000.0,71922.045544,0.0001,4.24392
265000.0,72185.265831,0.0001,3.53819
266000.0,72448.861732,0.0001,12.5733
267000.0,72814.875585,0.0001,5.79714
268000.0,73087.216084,0.0001,4.49012
269000.0,73342.402529,0.0001,0.210419
270000.0,73605.68955,0.0001,4.86263
271000.0,73866.057741,0.0001,6.469
272000.0,74124.888975,0.0001,27.0028
273000.0,74391.73241,0.0001,12.4771
274000.0,74658.993491,0.0001,6.47349
275000.0,74924.303324,0.0001,5.7175
276000.0,75189.268689,0.0001,5.81396
277000.0,75564.793459,0.0001,1.28953
278000.0,75819.237559,0.0001,4.24993
279000.0,76082.847268,0.0001,16.6415
280000.0,76342.916624,0.0001,10.1252
281000.0,76605.544216,0.0001,17.6433
282000.0,76872.276853,0.0001,3.65687
283000.0,77138.084255,0.0001,3.84519
284000.0,77404.515246,0.0001,9.96734
285000.0,77671.637916,0.0001,7.3415
286000.0,77939.02835,0.0001,8.31818
287000.0,78307.492414,0.0001,1.86664
288000.0,78572.445817,0.0001,3.75113
289000.0,78833.583614,0.0001,2.36297
290000.0,79100.815658,0.0001,5.22037
291000.0,79364.650587,0.0001,10.1617
292000.0,79630.07233,0.0001,3.66017
293000.0,79897.33978,0.0001,4.69089
294000.0,80162.333395,0.0001,12.031
295000.0,80431.199463,0.0001,1.6904
296000.0,80703.629273,0.0001,17.7998
297000.0,80971.525115,0.0001,1.9159
298000.0,81356.535651,0.0001,2.45608
299000.0,81623.144357,0.0001,7.27581
300000.0,81892.553764,0.0001,5.96249
301000.0,82161.921904,0.0001,4.53659
302000.0,82422.283228,0.0001,2.12236
303000.0,82697.594676,0.0001,8.05793
304000.0,82966.967968,0.0001,3.14384
305000.0,83236.103418,0.0001,5.33443
306000.0,83508.637036,0.0001,2.80424
307000.0,83774.081379,0.0001,3.13173
308000.0,84143.589578,0.0001,5.33831
309000.0,84414.134419,0.0001,9.17847
310000.0,84683.700814,0.0001,3.17331
311000.0,84952.677907,0.0001,3.90626
312000.0,85217.818669,0.0001,6.86293
313000.0,85484.782323,0.0001,6.39836
314000.0,85750.963099,0.0001,1.90416
315000.0,86019.771369,0.0001,6.07661
316000.0,86287.784837,0.0001,1.77032
317000.0,86552.200282,0.0001,4.25741
318000.0,86936.457309,0.0001,5.68477
319000.0,87193.533238,0.0001,7.22299
320000.0,87458.083844,0.0001,36.1278
321000.0,87721.768937,0.0001,6.39846
322000.0,87984.420611,0.0001,8.18255
323000.0,88249.435364,0.0001,5.68154
324000.0,88514.183841,0.0001,9.57817
325000.0,88785.732569,0.0001,7.63412
326000.0,89052.373396,0.0001,5.57222
327000.0,89322.453427,0.0001,3.79859
328000.0,89699.259085,0.0001,9.10001
329000.0,89955.315641,0.0001,8.11201
330000.0,90207.383381,0.0001,17.5536
331000.0,90472.303152,0.0001,1.89335
332000.0,90740.727633,0.0001,7.99054
333000.0,91019.876992,0.0001,4.12779
334000.0,91284.034005,0.0001,8.73259
335000.0,91548.515666,0.0001,21.4368
336000.0,91814.711977,0.0001,5.86496
337000.0,92081.467105,0.0001,8.56506
338000.0,92346.232044,0.0001,8.60987
339000.0,92710.442247,0.0001,16.6249
340000.0,92972.123853,0.0001,2.28934
341000.0,93232.859843,0.0001,6.32263
342000.0,93497.822721,0.0001,4.27965
343000.0,93764.302547,0.0001,6.9731
344000.0,94033.937303,0.0001,6.93954
345000.0,94304.539786,0.0001,3.63493
346000.0,94572.06511,0.0001,3.98992
347000.0,94837.717536,0.0001,6.09018
348000.0,95104.409292,0.0001,8.66196
349000.0,95478.355814,0.0001,1.37623
350000.0,95729.189185,0.0001,3.51429
351000.0,95993.890914,0.0001,9.89928
352000.0,96245.526631,0.0001,2.06904
353000.0,96510.856192,0.0001,7.7619
354000.0,96775.561327,0.0001,4.73575
355000.0,97039.640806,0.0001,3.83658
356000.0,97303.702996,0.0001,4.2878
357000.0,97571.309258,0.0001,4.54157
358000.0,97844.599489,0.0001,7.52483
359000.0,98205.20202,0.0001,27.3059
360000.0,98462.6938,0.0001,5.71242
361000.0,98720.489465,0.0001,5.62894
362000.0,98976.13107,0.0001,3.56599
363000.0,99239.257289,0.0001,6.4916
364000.0,99501.537763,0.0001,2.9596
365000.0,99769.422422,0.0001,5.65487
366000.0,100033.774463,0.0001,12.349
367000.0,100298.687994,0.0001,4.85338
368000.0,100564.305571,0.0001,4.67511
369000.0,100941.386758,0.0001,1.94423
370000.0,101189.056726,0.0001,1.42751
371000.0,101441.751954,0.0001,2.94822
372000.0,101697.888434,0.0001,2.41249
373000.0,101958.526207,0.0001,5.54712
374000.0,102220.245526,0.0001,11.1929
375000.0,102483.497207,0.0001,61.7098
376000.0,102753.440799,0.0001,7.4015
377000.0,103020.715778,0.0001,5.06986
378000.0,103288.307946,0.0001,7.59634
379000.0,103554.750032,0.0001,11.7435
380000.0,103921.523248,0.0001,6.5287
381000.0,104184.115556,0.0001,56.4824
382000.0,104439.453898,0.0001,7.02025
383000.0,104705.253825,0.0001,39.9208
384000.0,104967.933623,0.0001,11.2096
385000.0,105235.946275,0.0001,1.47159
386000.0,105500.616022,0.0001,13.519
387000.0,105767.672922,0.0001,6.50559
388000.0,106035.697383,0.0001,2.64958
389000.0,106301.708648,0.0001,3.09765
390000.0,106664.756429,0.0001,6.35504
391000.0,106918.422946,0.0001,12.7998
392000.0,107175.68136,0.0001,3.96727
393000.0,107431.809142,0.0001,12.6304
394000.0,107692.399287,0.0001,12.4845
395000.0,107956.50398,0.0001,7.48175
396000.0,108223.6566,0.0001,7.7135
397000.0,108485.531621,0.0001,9.35455
398000.0,108750.57441,0.0001,5.65184
399000.0,109017.763623,0.0001,4.01519
400000.0,109394.370505,0.0001,2.01854
401000.0,109647.858667,0.0001,6.66201
402000.0,109899.386181,0.0001,6.69174
403000.0,110149.975593,0.0001,10.7187
404000.0,110411.829892,0.0001,2.8447
405000.0,110679.025859,0.0001,5.96571
406000.0,110947.008201,0.0001,11.6896
407000.0,111218.264752,0.0001,2.27718
408000.0,111483.645654,0.0001,20.7057
409000.0,111749.86733,0.0001,9.47884
410000.0,112121.089948,0.0001,8.47115
411000.0,112373.39421,0.0001,2.47179
412000.0,112633.648511,0.0001,6.73293
413000.0,112892.286184,0.0001,4.72654
414000.0,113159.439444,0.0001,7.59279
415000.0,113426.376316,0.0001,0.838503
416000.0,113688.207882,0.0001,4.71799
417000.0,113956.48095,0.0001,6.64814
418000.0,114218.539801,0.0001,2.83206
419000.0,114487.760428,0.0001,5.59545
420000.0,114753.036716,0.0001,2.75045
421000.0,115113.806424,0.0001,5.47169
422000.0,115374.572421,0.0001,13.9712
423000.0,115641.630823,0.0001,1.9267
424000.0,115909.664469,0.0001,6.85931
425000.0,116164.836315,0.0001,6.34007
426000.0,116425.865979,0.0001,3.02528
427000.0,116691.141291,0.0001,1.9623
428000.0,116957.499533,0.0001,4.7966
429000.0,117225.24227,0.0001,4.5753
430000.0,117490.32654,0.0001,2.81459
431000.0,117865.638707,0.0001,5.57315
432000.0,118129.119885,0.0001,6.10165
433000.0,118384.393585,0.0001,13.2069
434000.0,118643.777496,0.0001,1.47844
435000.0,118909.326185,0.0001,3.83873
436000.0,119179.735665,0.0001,8.52148
437000.0,119447.083498,0.0001,2.61975
438000.0,119712.838166,0.0001,2.99219
439000.0,119979.563377,0.0001,4.37024
440000.0,120245.649577,0.0001,8.71611
441000.0,120612.711641,0.0001,3.39892
442000.0,120884.570298,0.0001,1.23126
443000.0,121150.59056,0.0001,1.43975
444000.0,121416.493461,0.0001,5.96784
445000.0,121676.743925,0.0001,9.65502
446000.0,121943.733532,0.0001,9.69338
447000.0,122209.421906,0.0001,4.98031
448000.0,122474.326476,0.0001,2.19178
449000.0,122743.011897,0.0001,5.63524
450000.0,123014.032411,0.0001,4.64623
451000.0,123399.368826,0.0001,2.52004
452000.0,123664.421657,0.0001,13.143
453000.0,123931.68007,0.0001,15.2144
454000.0,124197.201514,0.0001,4.24389
455000.0,124475.076716,0.0001,7.16597
456000.0,124745.409392,0.0001,6.22488
457000.0,125011.9582,0.0001,5.85042
458000.0,125278.37224,0.0001,7.2739
459000.0,125544.932632,0.0001,5.3794
460000.0,125810.281891,0.0001,5.7946
461000.0,126080.41268,0.0001,4.34855
462000.0,126456.989036,0.0001,8.40467
463000.0,126722.006462,0.0001,3.06064
464000.0,126986.271562,0.0001,4.87751
465000.0,127249.098249,0.0001,2.17153
466000.0,127519.645635,0.0001,6.35091
467000.0,127787.432592,0.0001,7.19268
468000.0,128054.50615,0.0001,4.92728
469000.0,128320.235605,0.0001,8.07988
470000.0,128588.023707,0.0001,3.67484
471000.0,128854.78592,0.0001,9.00731
472000.0,129224.837583,0.0001,2.20152
473000.0,129488.642545,0.0001,1.15938
474000.0,129757.956332,0.0001,9.15068
475000.0,130022.942878,0.0001,1.81329
476000.0,130288.135479,0.0001,4.58307
477000.0,130555.272249,0.0001,6.7494
478000.0,130822.051121,0.0001,1.1426
479000.0,131086.772033,0.0001,8.83915
480000.0,131352.41293,0.0001,3.43975
481000.0,131617.727006,0.0001,3.50822
482000.0,131992.098948,0.0001,8.20668
483000.0,132253.624718,0.0001,3.33298
484000.0,132517.810372,0.0001,11.8529
485000.0,132783.717369,0.0001,2.42819
486000.0,133047.513487,0.0001,6.32304
487000.0,133313.79211,0.0001,4.85572
488000.0,133577.039603,0.0001,9.79879
489000.0,133845.880802,0.0001,4.1187
490000.0,134109.49962,0.0001,21.5692
491000.0,134374.671032,0.0001,6.20987
492000.0,134741.753014,0.0001,10.3735
493000.0,135002.210079,0.0001,17.6395
494000.0,135262.187022,0.0001,3.5342
495000.0,135528.01573,0.0001,3.29747
496000.0,135793.406546,0.0001,2.29265
497000.0,136060.252301,0.0001,1.44139
498000.0,136328.373391,0.0001,1.4556
499000.0,136592.726327,0.0001,3.54726
500000.0,136861.980323,0.0001,8.15489
501000.0,137126.658737,0.0001,3.43046
502000.0,137392.278875,0.0001,2.32456
503000.0,137758.835433,0.0001,8.97461
504000.0,138005.554284,0.0001,1.38854
505000.0,138272.157789,0.0001,1.94246
506000.0,138538.876441,0.0001,3.53214
507000.0,138801.370322,0.0001,7.3355
508000.0,139067.283494,0.0001,3.78363
509000.0,139332.395417,0.0001,5.19579
510000.0,139599.695669,0.0001,9.71538
511000.0,139864.741241,0.0001,1.64599
512000.0,140128.935211,0.0001,3.79109
513000.0,140495.715825,0.0001,9.36831
514000.0,140763.048182,0.0001,6.33539
515000.0,141025.156915,0.0001,2.76665
516000.0,141280.499771,0.0001,3.29721
517000.0,141541.328095,0.0001,2.48486
518000.0,141804.037098,0.0001,4.61876
519000.0,142069.227566,0.0001,22.7401
520000.0,142334.948638,0.0001,4.00166
521000.0,142599.049161,0.0001,1.84985
522000.0,142864.260554,0.0001,4.105
523000.0,143232.969196,0.0001,3.95944
524000.0,143490.790712,0.0001,1.19715
525000.0,143749.835203,0.0001,3.367
526000.0,144004.748461,0.0001,4.58807
527000.0,144268.537874,0.0001,6.63827
528000.0,144526.585958,0.0001,5.37487
529000.0,144791.787882,0.0001,5.58473
530000.0,145056.413718,0.0001,5.49845
531000.0,145325.413386,0.0001,5.19001
532000.0,145593.224166,0.0001,2.67088
533000.0,145965.053027,0.0001,2.75278
534000.0,146219.954013,0.0001,4.50229
535000.0,146482.341515,0.0001,3.78153
536000.0,146729.12641,0.0001,2.28875
537000.0,146993.133869,0.0001,8.19683
538000.0,147250.431607,0.0001,15.329
539000.0,147514.848678,0.0001,6.54258
540000.0,147780.770774,0.0001,1.74061
541000.0,148048.934574,0.0001,1.08878
542000.0,148316.446283,0.0001,8.08756
543000.0,148585.447098,0.0001,16.8529
544000.0,148952.234612,0.0001,2.88371
545000.0,149205.041767,0.0001,5.59261
546000.0,149462.209234,0.0001,6.98643
547000.0,149718.232854,0.0001,4.73921
548000.0,149978.852584,0.0001,8.54507
549000.0,150242.34591,0.0001,3.02312
550000.0,150508.715581,0.0001,2.82381
551000.0,150778.397678,0.0001,21.4546
552000.0,151045.623808,0.0001,4.57934
553000.0,151310.552828,0.0001,4.37489
554000.0,151682.87751,0.0001,6.99856
555000.0,151941.570817,0.0001,5.36734
556000.0,152197.571432,0.0001,1.32543
557000.0,152449.252972,0.0001,1.73426
558000.0,152720.409465,0.0001,3.22826
559000.0,152982.553942,0.0001,8.25676
560000.0,153239.730632,0.0001,3.18984
561000.0,153506.327322,0.0001,4.75398
562000.0,153772.34406,0.0001,5.36151
563000.0,154046.831081,0.0001,3.34949
564000.0,154415.57863,0.0001,7.62056
565000.0,154678.2961,0.0001,2.53472
566000.0,154935.943964,0.0001,11.2509
567000.0,155187.625991,0.0001,3.08466
568000.0,155453.016604,0.0001,9.05246
569000.0,155714.23992,0.0001,3.29718
570000.0,155982.622903,0.0001,3.43378
571000.0,156246.9497,0.0001,2.17467
572000.0,156511.373927,0.0001,1.96689
573000.0,156776.457925,0.0001,6.4765
574000.0,157152.805391,0.0001,6.95252
575000.0,157414.101228,0.0001,1.74426
576000.0,157679.840297,0.0001,2.71087
577000.0,157934.784894,0.0001,7.30175
578000.0,158194.847625,0.0001,4.90092
579000.0,158453.780138,0.0001,3.31065
580000.0,158718.56682,0.0001,4.50976
581000.0,158989.763279,0.0001,5.22202
582000.0,159256.593526,0.0001,5.67168
583000.0,159525.367949,0.0001,4.10336
584000.0,159788.905995,0.0001,2.25388
585000.0,160170.19236,0.0001,0.799867
586000.0,160430.72079,0.0001,1.08043
587000.0,160695.56045,0.0001,9.36938
588000.0,160960.238894,0.0001,6.85316
589000.0,161221.129565,0.0001,11.9849
590000.0,161485.966885,0.0001,3.16141
591000.0,161754.139694,0.0001,4.86458
592000.0,162022.807145,0.0001,6.48747
593000.0,162292.208819,0.0001,7.16853
594000.0,162557.665723,0.0001,14.5481
595000.0,162939.120361,0.0001,7.18413
596000.0,163202.626434,0.0001,14.9023
597000.0,163467.216851,0.0001,2.18823
598000.0,163725.172143,0.0001,2.06837
599000.0,163992.152329,0.0001,2.47897
600000.0,164258.581347,0.0001,10.6865
601000.0,164526.3748,0.0001,2.18739
602000.0,164793.654181,0.0001,5.91374
603000.0,165061.049848,0.0001,1.01405
604000.0,165328.04441,0.0001,4.02995
605000.0,165706.829584,0.0001,2.2556
606000.0,165973.156971,0.0001,6.01022
607000.0,166239.471133,0.0001,9.49255
608000.0,166508.895932,0.0001,3.84612
609000.0,166772.255046,0.0001,5.92754
610000.0,167038.966929,0.0001,12.1981
611000.0,167307.906668,0.0001,1.60266
612000.0,167574.362795,0.0001,40.9394
613000.0,167839.648841,0.0001,4.27123
614000.0,168107.882535,0.0001,5.02897
615000.0,168496.682313,0.0001,2.68813
616000.0,168762.053547,0.0001,2.15939
617000.0,169028.1488,0.0001,2.25796
618000.0,169292.826345,0.0001,14.3695
619000.0,169559.080498,0.0001,1.03662
620000.0,169838.686183,0.0001,2.52743
621000.0,170102.80298,0.0001,6.97704
622000.0,170371.864841,0.0001,5.3472
623000.0,170639.80379,0.0001,13.2285
624000.0,170907.797908,0.0001,2.65044
625000.0,171172.537452,0.0001,16.5606
626000.0,171539.922182,0.0001,2.6811
627000.0,171807.223485,0.0001,5.46922
628000.0,172073.979566,0.0001,3.45747
629000.0,172342.951304,0.0001,1.78319
630000.0,172609.068996,0.0001,8.96659
